coreid,identifier,accessURI,thumbnailAccessURI,goodQualityAccessURI,rights,Owner,creator,UsageTerms,WebStatement,caption,comments,providerManagedID,MetadataDate,format,associatedSpecimenReference,type,subtype,metadataLanguage
677398,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1120_D_1578588023_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1120_D_1578588023_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1120_D_1578588023_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1120_D_1578588023.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Astroblepus sp.",,urn:uuid:d411c7e0-7379-4698-9d1e-927b6ee86abe,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=677398,StillImage,Photograph,en
677398,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1120_L_1578588043_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1120_L_1578588043_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1120_L_1578588043_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1120_L_1578588043.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Astroblepus sp.",,urn:uuid:acf69cc3-4e58-4a27-ac3f-9f38486e38a1,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=677398,StillImage,Photograph,en
677399,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1121_D_1578588107_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1121_D_1578588107_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1121_D_1578588107_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1121_D_1578588107.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Astroblepus sp.",,urn:uuid:5dfd3841-9554-4230-96b8-4779c5095656,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=677399,StillImage,Photograph,en
677399,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1121_V_1578588153_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1121_V_1578588153_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1121_V_1578588153_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1121_V_1578588153.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Astroblepus sp.",,urn:uuid:c80d4008-45c6-4c43-b87c-f6555c2ba542,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=677399,StillImage,Photograph,en
677400,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1122_D_1578588220.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1122_D_1578588220.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1122_D_1578588220_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1122_D_1578588220.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Astroblepus sp.",,urn:uuid:48f45de6-78cd-481d-bbb2-56941bc8c7f5,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=677400,StillImage,Photograph,en
677400,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1122_V_1578588260.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1122_V_1578588260.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1122_V_1578588260_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1122_V_1578588260.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Astroblepus sp.",,urn:uuid:5781eea1-1d30-47a3-b5c3-a29495ec330f,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=677400,StillImage,Photograph,en
677401,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1123_1578588301_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1123_1578588301_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1123_1578588301_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1123_1578588301.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Characidium sp.",,urn:uuid:57566015-3815-4e51-bc52-bbcfa8f6814d,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=677401,StillImage,Photograph,en
677404,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1126_L_1578588333_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1126_L_1578588333_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1126_L_1578588333_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1126_L_1578588333.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Characidium sp.",,urn:uuid:af17bd9c-0d96-4fce-810b-c5740e6c03bf,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=677404,StillImage,Photograph,en
677405,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1127_D_1578588386.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1127_D_1578588386.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1127_D_1578588386_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1127_D_1578588386.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Astroblepus sp.",,urn:uuid:8a5c04db-f79b-4bd9-88dd-5263f1c0a1ea,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=677405,StillImage,Photograph,en
677405,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1127_V_1578588489.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1127_V_1578588489.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1127_V_1578588489_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1127_V_1578588489.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Astroblepus sp.",,urn:uuid:c9c500b7-9ed3-4531-86d0-d0cfd87e49e6,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=677405,StillImage,Photograph,en
677406,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1128_1578588519.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1128_1578588519.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1128_1578588519_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1128_1578588519.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Creagrutus amoenus",,urn:uuid:d4076faa-3bf4-4e16-861b-6a3c33ac1b84,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=677406,StillImage,Photograph,en
677407,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1129_1578588554_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1129_1578588554_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1129_1578588554_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1129_1578588554.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Creagrutus cf. pila",,urn:uuid:418e7741-6c83-48f1-a002-8cda8b3bbb51,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=677407,StillImage,Photograph,en
677409,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1130_1578588588_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1130_1578588588_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1130_1578588588_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1130_1578588588.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Ceratobranchia binghami",,urn:uuid:1035d1a8-2a66-4a05-b11a-f142de208179,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=677409,StillImage,Photograph,en
677410,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1131_1578588680_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1131_1578588680_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1131_1578588680_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1131_1578588680.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Ceratobranchia binghami",,urn:uuid:e7bbad5c-dc0c-4008-ace0-78ee9e87915f,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=677410,StillImage,Photograph,en
677411,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1132_1578588762_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1132_1578588762_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1132_1578588762_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1132_1578588762.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Knodus caquetae",,urn:uuid:1cbeab1c-840b-4669-b654-0623745a70ce,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=677411,StillImage,Photograph,en
677412,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1133_1578588801_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1133_1578588801_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1133_1578588801_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1133_1578588801.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Knodus sp.",,urn:uuid:fc0b50a2-34c2-44b0-8c26-d5ea02a6fc50,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=677412,StillImage,Photograph,en
677413,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1134_D_1578588875_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1134_D_1578588875_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1134_D_1578588875_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1134_D_1578588875.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Trichomycterus sp.",,urn:uuid:32d2aeb9-7652-409e-88af-bb56c33992e4,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=677413,StillImage,Photograph,en
677413,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1134_L_1578588933_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1134_L_1578588933_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1134_L_1578588933_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1134_L_1578588933.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Trichomycterus sp.",,urn:uuid:393cdd96-01be-4c65-93a2-2a2bb17d6355,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=677413,StillImage,Photograph,en
677414,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1135_D_1578589026_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1135_D_1578589026_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1135_D_1578589026_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1135_D_1578589026.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Astroblepus sp.",,urn:uuid:ef59ce2e-ac24-4798-8aa0-93abcbc000da,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=677414,StillImage,Photograph,en
677414,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1135_L_1578589061_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1135_L_1578589061_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1135_L_1578589061_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1135_L_1578589061.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Astroblepus sp.",,urn:uuid:201f4768-b58a-4dfc-8687-9d3e825dbce3,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=677414,StillImage,Photograph,en
677415,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1136_1578589152_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1136_1578589152_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1136_1578589152_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1136_1578589152.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Lebiasina elongata",,urn:uuid:a40aa231-7519-432e-8c41-d7ef12a07005,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=677415,StillImage,Photograph,en
677416,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1137_1578589282_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1137_1578589282_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1137_1578589282_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1137_1578589282.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Parodon pongoensis",,urn:uuid:99c84448-828b-4787-82d4-e29cf96a62dc,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=677416,StillImage,Photograph,en
677417,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1138_1578589370.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1138_1578589370.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1138_1578589370_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1138_1578589370.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Parodon buckleyi",,urn:uuid:e4d25e61-63ab-40af-9b7b-57a4bb3429e2,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=677417,StillImage,Photograph,en
677420,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1140_D_1578589415.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1140_D_1578589415.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1140_D_1578589415_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1140_D_1578589415.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Chaetostoma microps",,urn:uuid:392e1d72-a0ce-4dd6-b808-ed5b4bd5d8b7,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=677420,StillImage,Photograph,en
677420,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1140_V_1578589448.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1140_V_1578589448.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1140_V_1578589448_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1140_V_1578589448.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Chaetostoma microps",,urn:uuid:b0b4dda4-8a42-43f2-8dfc-343ee2b5061e,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=677420,StillImage,Photograph,en
677421,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1141_D_1578944512.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1141_D_1578944512.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1141_D_1578944512_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1141_D_1578944512.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Chaetostoma platyrhynchus",,urn:uuid:6e000e0b-376f-494f-b2d3-809f7eaf4473,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=677421,StillImage,Photograph,en
677421,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1141_V_1578944532.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1141_V_1578944532.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1141_V_1578944532_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1141_V_1578944532.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Chaetostoma platyrhynchus",,urn:uuid:7ce831b1-c6dc-4ac7-880b-fc0fc5e2ecfd,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=677421,StillImage,Photograph,en
677422,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1142_D_1578589543_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1142_D_1578589543_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1142_D_1578589543_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1142_D_1578589543.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Chaetostoma platyrhynchus",,urn:uuid:1749a1e5-085c-411e-8b4c-7aab9b7d6b85,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=677422,StillImage,Photograph,en
677422,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1142_V_1578589631_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1142_V_1578589631_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1142_V_1578589631_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1142_V_1578589631.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Chaetostoma platyrhynchus",,urn:uuid:6ed755e6-2166-47bf-9f32-3c5f5716f00c,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=677422,StillImage,Photograph,en
677423,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1143_D_1578590314_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1143_D_1578590314_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1143_D_1578590314_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1143_D_1578590314.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Chaetostoma sp.",,urn:uuid:39b6ec4f-e07a-4780-a2c1-9118d99a554c,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=677423,StillImage,Photograph,en
677423,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1143_V_1578590351_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1143_V_1578590351_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1143_V_1578590351_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1143_V_1578590351.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Chaetostoma sp.",,urn:uuid:1fed3935-ea48-430e-ade8-b231711d1e47,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=677423,StillImage,Photograph,en
677424,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1144_D_1578590541_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1144_D_1578590541_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1144_D_1578590541_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1144_D_1578590541.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Chaetostoma platyrhynchus",,urn:uuid:9fe81fcd-4c8f-4099-bc14-61fb115dafa7,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=677424,StillImage,Photograph,en
677424,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1144_V_1578590571_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1144_V_1578590571_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1144_V_1578590571_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00001/MECN-DP_1144_V_1578590571.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Chaetostoma platyrhynchus",,urn:uuid:e36b8bad-2e39-450c-b709-2f4fd4f39695,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=677424,StillImage,Photograph,en
