coreid,identifier,accessURI,thumbnailAccessURI,goodQualityAccessURI,rights,Owner,creator,UsageTerms,WebStatement,caption,comments,providerManagedID,MetadataDate,format,associatedSpecimenReference,type,subtype,metadataLanguage
681444,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_747_1578518897_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_747_1578518897_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_747_1578518897_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_747_1578518897.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Hemigrammus sp.",,urn:uuid:3265f155-a8aa-46f0-b525-c77907cd0d4e,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=681444,StillImage,Photograph,en
681445,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_748_1578519079_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_748_1578519079_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_748_1578519079_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_748_1578519079.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Hyphessobrycon cf. ecuadorensis",,urn:uuid:f4ce32ec-25d7-46e8-b0d3-1a1872f37a0e,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=681445,StillImage,Photograph,en
681446,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_749_1578519144_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_749_1578519144_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_749_1578519144_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_749_1578519144.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Characidium cf. fasciatum",,urn:uuid:697b4254-2ef6-4e97-aa5c-9da9e5eb920d,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=681446,StillImage,Photograph,en
681448,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_750_1578519302_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_750_1578519302_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_750_1578519302_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_750_1578519302.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Knodus sp.",,urn:uuid:26d3e180-9d9c-4f42-8e47-5e7bc7203c66,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=681448,StillImage,Photograph,en
681449,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_751_1578519353_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_751_1578519353_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_751_1578519353_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_751_1578519353.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Bujurquina mariae",,urn:uuid:0b70af27-c970-4b80-a7f5-ef1e97ec98f9,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=681449,StillImage,Photograph,en
681450,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_752_1578519394_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_752_1578519394_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_752_1578519394_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_752_1578519394.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Pseudotylosurus angusticeps",,urn:uuid:73a915e3-dd42-4024-b23e-64d1182677a9,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=681450,StillImage,Photograph,en
681451,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_753_1578519531_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_753_1578519531_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_753_1578519531_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_753_1578519531.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Rineloricaria sp.",,urn:uuid:009c6403-6f08-4d7c-9abd-24bd048436d7,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=681451,StillImage,Photograph,en
681452,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_754_1578519578_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_754_1578519578_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_754_1578519578_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_754_1578519578.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Caquetaia myersi",,urn:uuid:e02662a4-be1d-4020-969e-06670a8d89a6,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=681452,StillImage,Photograph,en
681453,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_755_1578519646_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_755_1578519646_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_755_1578519646_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_755_1578519646.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Knodus sp2",,urn:uuid:91dc7585-1d84-407b-ab81-164b2a7a30e9,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=681453,StillImage,Photograph,en
681454,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_756_1578519704_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_756_1578519704_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_756_1578519704_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_756_1578519704.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Creagrutus barrigai",,urn:uuid:8c49f7ac-d513-4561-9a94-9a40489f80d2,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=681454,StillImage,Photograph,en
681455,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_757_D_1578519822_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_757_D_1578519822_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_757_D_1578519822_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_757_D_1578519822.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Limatulichthys sp.",,urn:uuid:84e4804f-17ad-4938-88d6-e072f5a30b76,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=681455,StillImage,Photograph,en
681455,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_757_V_1578519869_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_757_V_1578519869_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_757_V_1578519869_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_757_V_1578519869.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Limatulichthys sp.",,urn:uuid:0917263d-9fcf-41e7-9ecd-949d17d85f4d,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=681455,StillImage,Photograph,en
681456,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_758_1578520007_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_758_1578520007_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_758_1578520007_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_758_1578520007.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Ochmacanthus cf. reinhardtii",,urn:uuid:fafea7f4-ed2c-4eff-aa7e-6f50c6033cee,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=681456,StillImage,Photograph,en
681457,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_759_1578520075_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_759_1578520075_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_759_1578520075_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_759_1578520075.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Knodus sp.",,urn:uuid:8dfcdb42-8575-4f07-874c-a7ba23b30704,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=681457,StillImage,Photograph,en
681459,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_760_1578520149_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_760_1578520149_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_760_1578520149_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_760_1578520149.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Moenkhausia sp.",,urn:uuid:150cad1e-a9fe-48b7-929f-077c5b820390,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=681459,StillImage,Photograph,en
681460,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_761_1578520282_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_761_1578520282_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_761_1578520282_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_761_1578520282.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Characidae sp.",,urn:uuid:180dd826-5e24-40eb-ad44-7aa9d08f646e,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=681460,StillImage,Photograph,en
681461,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_762_1578520390_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_762_1578520390_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_762_1578520390_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_762_1578520390.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Bujurquina mariae",,urn:uuid:7fb6f207-3173-462a-b15d-0327639872a9,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=681461,StillImage,Photograph,en
681462,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_763_1578520440_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_763_1578520440_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_763_1578520440_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_763_1578520440.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Knodus sp.",,urn:uuid:e002cb5b-a4f7-4571-8b6e-095285d589e5,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=681462,StillImage,Photograph,en
681463,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_764_D_1578520674_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_764_D_1578520674_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_764_D_1578520674_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_764_D_1578520674.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Chaetostoma sp.",,urn:uuid:7271a3fd-5b5c-4001-9609-9c4b1b548a10,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=681463,StillImage,Photograph,en
681463,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_764_V_1578520696_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_764_V_1578520696_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_764_V_1578520696_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_764_V_1578520696.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Chaetostoma sp.",,urn:uuid:88ee72f6-1095-4fa4-ab39-0cadda785c6a,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=681463,StillImage,Photograph,en
681464,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_765_1578520735_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_765_1578520735_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_765_1578520735_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_765_1578520735.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Caquetaia myersi",,urn:uuid:8b4a57c5-2209-495b-bb7b-ba086dda8049,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=681464,StillImage,Photograph,en
681465,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_766_D_1578520861_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_766_D_1578520861_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_766_D_1578520861_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_766_D_1578520861.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Pseudotylosurus angusticeps",,urn:uuid:3bbbf85d-5c87-475e-a014-3135f405d854,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=681465,StillImage,Photograph,en
681465,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_766_V_1578520895_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_766_V_1578520895_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_766_V_1578520895_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_766_V_1578520895.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Pseudotylosurus angusticeps",,urn:uuid:d6bcc810-8c6d-40e6-b43c-456a2da8882b,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=681465,StillImage,Photograph,en
681466,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_767_1578521078_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_767_1578521078_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_767_1578521078_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_767_1578521078.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Aphyocharax alburnus",,urn:uuid:73a05f20-254e-4c5f-8e17-17ed444e8a25,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=681466,StillImage,Photograph,en
681467,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_768_1578521121_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_768_1578521121_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_768_1578521121_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_768_1578521121.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Knodus delta",,urn:uuid:43ec5cd4-0b25-4cfd-a620-940558cf6d8d,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=681467,StillImage,Photograph,en
681468,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_769_1578521160_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_769_1578521160_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_769_1578521160_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_769_1578521160.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Knodus sp.",,urn:uuid:1e6e2126-c63c-4412-a812-897063507302,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=681468,StillImage,Photograph,en
681470,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_770_D_1578521284_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_770_D_1578521284_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_770_D_1578521284_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_770_D_1578521284.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Farlowella cf. odontotumulus",,urn:uuid:e6a0afb9-52b4-484b-96d6-8c1f8a02c3e3,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=681470,StillImage,Photograph,en
681470,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_770_V_1578521327_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_770_V_1578521327_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_770_V_1578521327_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_770_V_1578521327.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Farlowella cf. odontotumulus",,urn:uuid:549a9908-b039-4ca2-bab2-9b8a84049548,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=681470,StillImage,Photograph,en
681471,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_771_1578521389_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_771_1578521389_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_771_1578521389_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_771_1578521389.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Spatuloricaria sp.",,urn:uuid:052292de-e960-4b27-b153-2522fbfecfa2,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=681471,StillImage,Photograph,en
681472,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_772_1578521423_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_772_1578521423_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_772_1578521423_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_772_1578521423.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Tetragonopterus argenteus",,urn:uuid:1958a43a-dce8-48d6-8369-857fe5e2e6ce,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=681472,StillImage,Photograph,en
681473,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_773_D_1578521488_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_773_D_1578521488_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_773_D_1578521488_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_773_D_1578521488.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Corydoras aeneus",,urn:uuid:46ff1680-f2ad-45be-9c56-8b1dbd0f7285,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=681473,StillImage,Photograph,en
681474,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_774_1578521557_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_774_1578521557_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_774_1578521557_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_774_1578521557.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Bujurquina mariae",,urn:uuid:42dafafb-35da-47fa-aeb4-340befb79cab,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=681474,StillImage,Photograph,en
681475,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_775_1578521627_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_775_1578521627_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_775_1578521627_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_775_1578521627.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Knodus sp.",,urn:uuid:c5e115ac-11c6-4df8-bd5c-336fc64cf549,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=681475,StillImage,Photograph,en
681476,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_776_1578521711_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_776_1578521711_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_776_1578521711_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00000/MECN-DP_776_1578521711.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Eigenmannia virescens",,urn:uuid:af063d64-82e8-471f-b453-18160c63523c,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=681476,StillImage,Photograph,en
