catalogNumber,id,bloque,regla,campos,valores,severidad,destino
3015,679549,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35377 | Characidium | taxonID apunta a varios nombres,media,INABIO
3018,679552,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35236 | Astyanax abramis | taxonID apunta a varios nombres,media,INABIO
3019,679553,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,NA | Astyanax villwocki | nombre con varios taxonID,media,INABIO
3020,679555,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35962 | Rivulus | taxonID apunta a varios nombres,media,INABIO
3021,679556,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35385 | Charax tectifer | nombre con varios taxonID,media,INABIO
3033,679569,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35741 | Moenkhausia lepidura | taxonID apunta a varios nombres,media,INABIO
3035,679571,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35738 | Moenkhausia dichroura | nombre con varios taxonID,media,INABIO
3047,679584,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35235 | Astyanax | ambos (cruce multiple),media,INABIO
3068,679607,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35400 | Chrysobrycon | taxonID apunta a varios nombres,media,INABIO
3079,679619,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35611 | Hoplerythrinus unitaeniatus | nombre con varios taxonID,media,INABIO
3086,679627,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,NA | Astyanax villwocki | nombre con varios taxonID,media,INABIO
3091,679633,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35236 | Astyanax abramis | taxonID apunta a varios nombres,media,INABIO
3105,679649,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35293 | Bryconamericus | taxonID apunta a varios nombres,media,INABIO
313,679676,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35738 | Moenkhausia dichroura | nombre con varios taxonID,media,INABIO
326,679820,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35455 | Crenicichla saxatilis | nombre con varios taxonID,media,INABIO
329,679853,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35663 | Knodus | nombre con varios taxonID,media,INABIO
330,679865,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35236 | Astyanax abramis | taxonID apunta a varios nombres,media,INABIO
331,679876,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35236 | Astyanax abramis | taxonID apunta a varios nombres,media,INABIO
332,679887,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35293 | Bryconamericus | taxonID apunta a varios nombres,media,INABIO
335,679920,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35236 | Astyanax abramis | taxonID apunta a varios nombres,media,INABIO
337,679942,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35236 | Astyanax abramis | taxonID apunta a varios nombres,media,INABIO
3372,679945,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,36061 | Tetragonopterus argenteus | taxonID apunta a varios nombres,media,INABIO
338,679953,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35236 | Astyanax abramis | taxonID apunta a varios nombres,media,INABIO
3384,679958,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35738 | Moenkhausia dichroura | nombre con varios taxonID,media,INABIO
3390,679965,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35581 | Hemigrammus | taxonID apunta a varios nombres,media,INABIO
340,679976,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35293 | Bryconamericus | taxonID apunta a varios nombres,media,INABIO
3432,680012,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35293 | Bryconamericus | taxonID apunta a varios nombres,media,INABIO
3449,680030,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35293 | Bryconamericus | taxonID apunta a varios nombres,media,INABIO
3460,680043,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35293 | Bryconamericus | taxonID apunta a varios nombres,media,INABIO
3466,680049,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35293 | Bryconamericus | taxonID apunta a varios nombres,media,INABIO
3467,680050,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35293 | Bryconamericus | taxonID apunta a varios nombres,media,INABIO
3482,680067,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35293 | Bryconamericus | taxonID apunta a varios nombres,media,INABIO
3492,680078,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35293 | Bryconamericus | taxonID apunta a varios nombres,media,INABIO
3500,680088,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35293 | Bryconamericus | taxonID apunta a varios nombres,media,INABIO
3509,680097,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35293 | Bryconamericus | taxonID apunta a varios nombres,media,INABIO
3518,680107,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35468 | Curimata vittata | nombre con varios taxonID,media,INABIO
352,680109,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35581 | Hemigrammus | taxonID apunta a varios nombres,media,INABIO
3529,680142,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35611 | Hoplerythrinus unitaeniatus | nombre con varios taxonID,media,INABIO
3535,680149,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,36061 | Tetragonopterus argenteus | taxonID apunta a varios nombres,media,INABIO
3542,680157,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35455 | Crenicichla saxatilis | nombre con varios taxonID,media,INABIO
3548,680163,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35518 | Erythrinus erythrinus | taxonID apunta a varios nombres,media,INABIO
356,680176,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35385 | Charax tectifer | nombre con varios taxonID,media,INABIO
357,680187,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35581 | Hemigrammus | taxonID apunta a varios nombres,media,INABIO
3571,680189,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35518 | Erythrinus erythrinus | taxonID apunta a varios nombres,media,INABIO
358,680198,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,36061 | Tetragonopterus argenteus | taxonID apunta a varios nombres,media,INABIO
3588,680207,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35851 | Pimelodella lateristriga | nombre con varios taxonID,media,INABIO
3589,680208,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35468 | Curimata vittata | nombre con varios taxonID,media,INABIO
359,680209,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35401 | Chrysobrycon hesperus | nombre con varios taxonID,media,INABIO
3594,680214,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,36029 | Steindachnerina bimaculata | taxonID apunta a varios nombres,media,INABIO
3597,680217,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35455 | Crenicichla saxatilis | nombre con varios taxonID,media,INABIO
3609,680231,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35236 | Astyanax abramis | taxonID apunta a varios nombres,media,INABIO
361,680232,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35236 | Astyanax abramis | taxonID apunta a varios nombres,media,INABIO
3616,680239,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35236 | Astyanax abramis | taxonID apunta a varios nombres,media,INABIO
3617,680240,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35611 | Hoplerythrinus unitaeniatus | nombre con varios taxonID,media,INABIO
3621,680245,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35385 | Charax tectifer | nombre con varios taxonID,media,INABIO
3624,680248,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35822 | Paratrygon aiereba | nombre con varios taxonID,media,INABIO
3629,680253,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35236 | Astyanax abramis | taxonID apunta a varios nombres,media,INABIO
3639,680264,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35381 | Characidium purpuratum | nombre con varios taxonID,media,INABIO
364,680265,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35581 | Hemigrammus | taxonID apunta a varios nombres,media,INABIO
366,680287,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35851 | Pimelodella lateristriga | nombre con varios taxonID,media,INABIO
3661,680289,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35119 | Acestrorhynchus | taxonID apunta a varios nombres,media,INABIO
3665,680293,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35741 | Moenkhausia lepidura | taxonID apunta a varios nombres,media,INABIO
3671,680300,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35581 | Hemigrammus | taxonID apunta a varios nombres,media,INABIO
3679,680308,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35468 | Curimata vittata | nombre con varios taxonID,media,INABIO
3682,680312,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35592 | Hemiodus microlepis | taxonID apunta a varios nombres,media,INABIO
3684,680314,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,36061 | Tetragonopterus argenteus | taxonID apunta a varios nombres,media,INABIO
3685,680315,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,36061 | Tetragonopterus argenteus | taxonID apunta a varios nombres,media,INABIO
3689,680319,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35455 | Crenicichla saxatilis | nombre con varios taxonID,media,INABIO
3690,680321,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35592 | Hemiodus microlepis | taxonID apunta a varios nombres,media,INABIO
3692,680323,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35385 | Charax tectifer | nombre con varios taxonID,media,INABIO
3695,680326,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35293 | Bryconamericus | taxonID apunta a varios nombres,media,INABIO
3710,680344,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35385 | Charax tectifer | nombre con varios taxonID,media,INABIO
3712,680346,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,36061 | Tetragonopterus argenteus | taxonID apunta a varios nombres,media,INABIO
3713,680347,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35518 | Erythrinus erythrinus | taxonID apunta a varios nombres,media,INABIO
3714,680348,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35455 | Crenicichla saxatilis | nombre con varios taxonID,media,INABIO
372,680354,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35401 | Chrysobrycon hesperus | nombre con varios taxonID,media,INABIO
3731,680367,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35468 | Curimata vittata | nombre con varios taxonID,media,INABIO
3733,680369,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,36061 | Tetragonopterus argenteus | taxonID apunta a varios nombres,media,INABIO
3734,680370,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35856 | Pimelodus blochii | nombre con varios taxonID,media,INABIO
3736,680372,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35450 | Crenicichla cincta | taxonID apunta a varios nombres,media,INABIO
3744,680381,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35856 | Pimelodus blochii | nombre con varios taxonID,media,INABIO
3745,680382,taxonomia,inconsistencia (cruce) entre taxonID y scientificName,taxonID | scientificName | subtipo,35592 | Hemiodus microlepis | taxonID apunta a varios nombres,media,INABIO
