id,catalogNumber,stateProvince,county,locality,verbatimCoordinates,verbatimLatitude,verbatimLongitude,decimalLatitude,decimalLongitude,metodo_correccion,confianza_coordenada,coherencia_provincia,criterio_coherencia,dist_fuera_provincia_km,dist_centroide_km,coordenada_compartida,provincia_minoritaria,signo_ambiguo,dms_rango_invalido
680210,3590,Pastaza,,Shiguara Cocha,365658 / 9890000,,,-0.994981,-76.207389,utm_zona_32718,convertida,discordante,poligono_gadm,32.17,162,FALSE,FALSE,FALSE,FALSE
680211,3591,Pastaza,,Shiguara Cocha,365658 / 9890000,,,-0.994981,-76.207389,utm_zona_32718,convertida,discordante,poligono_gadm,32.17,162,FALSE,FALSE,FALSE,FALSE
680404,3765,Orellana,,Quebrada Sune,"00°25'28,40'' 75°25'76,40''",0.416667,-28.666667,0.424556,-75.437889,dms_neg_lon_ambiguo,inferida,discordante,poligono_gadm,100.03,145.4,FALSE,FALSE,TRUE,TRUE
680517,3867,Pastaza,,Bariza Jita,1°35´ / 79°52´,,,-1.583333,-79.866667,dms_neg_ambos,inferida,discordante,poligono_gadm,188.31,266.6,FALSE,FALSE,FALSE,FALSE
680526,3875,El Oro,,Río Bonito,638800 / 9956191,,,-0.396259,-79.752709,utm_zona_32717,convertida,discordante,poligono_gadm,294.97,355,FALSE,FALSE,FALSE,FALSE
680527,3876,El Oro,,Río Bonito,638800 / 9956191,,,-0.396259,-79.752709,utm_zona_32717,convertida,discordante,poligono_gadm,294.97,355,FALSE,FALSE,FALSE,FALSE
680528,3877,El Oro,,Río Bonito,638800 / 9956191,,,-0.396259,-79.752709,utm_zona_32717,convertida,discordante,poligono_gadm,294.97,355,FALSE,FALSE,FALSE,FALSE
680529,3878,El Oro,,Río Bonito,638800 / 9956191,,,-0.396259,-79.752709,utm_zona_32717,convertida,discordante,poligono_gadm,294.97,355,FALSE,FALSE,FALSE,FALSE
680530,3879,El Oro,,Río Bonito,638800 / 9956191,,,-0.396259,-79.752709,utm_zona_32717,convertida,discordante,poligono_gadm,294.97,355,FALSE,FALSE,FALSE,FALSE
680550,3897,El Oro,,Río Arenillas,61219 / 9599417,,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
680551,3898,El Oro,,Río Arenillas,61219 / 9599417,,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
680552,3899,El Oro,,Río Arenillas,61219 / 9599417,,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
680555,3900,El Oro,,Río Arenillas,61219 / 9599417,,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
680556,3901,El Oro,,Río Sector La Cuca,65536 / 9612584,,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
680557,3902,El Oro,,Río Sector La Cuca,65536 / 9612584,,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
680558,3903,El Oro,,Río Sector La Cuca,65536 / 9612584,,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
680559,3904,El Oro,,Río Sector La Cuca,65536 / 9612584,,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
680560,3905,El Oro,,Río Sector La Cuca,65536 / 9612584,,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
680561,3906,El Oro,,Río Sector La Cuca,65536 / 9612584,,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
680562,3907,El Oro,,Río Sector La Cuca,65536 / 9612584,,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
680563,3908,El Oro,,Río Sector La Cuca,65536 / 9612584,,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
680564,3909,El Oro,,Río Sector La Cuca,65536 / 9612584,,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
680566,3910,El Oro,,Río Amarillo,66243 / 9596310,,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
680567,3911,El Oro,,Río Amarillo,66243 / 9596310,,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
680568,3912,El Oro,,Río Amarillo,66243 / 9596310,,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
680569,3913,El Oro,,Río Amarillo,66243 / 9596310,,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
680571,3915,El Oro,,Río Ortega,66014 / 9595684,,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
680572,3916,El Oro,,Río Ortega,66014 / 9595684,,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
680573,3917,El Oro,,Río Ortega,66014 / 9595684,,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
680583,3926,Esmeraldas,,Mindo,"78°46´29,34 00°03´ 28,92",,,0.058033,-78.774817,sin_hemisferio_swap_neg_lon_ambiguo,inferida,discordante,poligono_gadm,36.64,124.5,FALSE,FALSE,TRUE,FALSE
680584,3927,Esmeraldas,,Mindo,"78°46´29,35 00°03´ 28,93",,,0.058036,-78.774819,sin_hemisferio_swap_neg_lon_ambiguo,inferida,discordante,poligono_gadm,36.64,124.5,FALSE,FALSE,TRUE,FALSE
680691,4022,Orellana,,Yuca Sur 19,302930 / 9440090,,,-5.063108,-76.777627,utm_zona_32718,convertida,discordante,poligono_gadm,412.44,484.8,FALSE,FALSE,FALSE,FALSE
680692,4023,Orellana,,Yuca Sur 19,302930 / 9440090,,,-5.063108,-76.777627,utm_zona_32718,convertida,discordante,poligono_gadm,412.44,484.8,FALSE,FALSE,FALSE,FALSE
680693,4024,Orellana,,Yuca Sur 19,302930 / 9440090,,,-5.063108,-76.777627,utm_zona_32718,convertida,discordante,poligono_gadm,412.44,484.8,FALSE,FALSE,FALSE,FALSE
680694,4025,Orellana,,Yuca Sur 19,302930 / 9440090,,,-5.063108,-76.777627,utm_zona_32718,convertida,discordante,poligono_gadm,412.44,484.8,FALSE,FALSE,FALSE,FALSE
680703,4033,Pastaza,,Río Amondalo,17828629 / 9809829,,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
680705,4035,Pastaza,,Río Bobonaza,18193103 / 9823038,,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
680707,4037,Sucumbíos,,Quebrada S/N,180260876 / 0032607,,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
680827,4145,,,,00°34'16.7''S 75°13'09.2''W,,,-0.571306,-75.219222,verbatim_transfronterizo,leida,no_evaluable,sin_provincia_declarada,,,FALSE,FALSE,FALSE,FALSE
680834,4151,Sucumbíos,,,00°14'29.3''N 077°34'073''W,,,0.241472,-77.586944,dms_directo,leida,coherente,poligono_gadm,0,148,FALSE,FALSE,FALSE,TRUE
680861,4176,Esmeraldas,,Estero Cadial,912342 / 79585624,,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
680862,4177,Esmeraldas,,Estero Cadial,912342 / 79585624,,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
680863,4178,Esmeraldas,,Estero Cadial,912342 / 79585624,,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
680869,4183,Galápagos,,,00°43'40.2'' / 90°39'54.32'',,,0.727833,-90.665089,dms_neg_lon_ambiguo,inferida,fuera_de_tierra_firme,poligono_gadm,14.61,141.7,FALSE,FALSE,TRUE,FALSE
680870,4184,Manabí,,,00°57'075'' / 80°42'32.73'',,,-0.970833,-80.709092,sin_hemisferio_neg_ambos,inferida,coherente,poligono_gadm,0,26.5,FALSE,FALSE,FALSE,TRUE
680873,4187,Galápagos,,,01°40'45.55 / 71°54'53'',,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
680875,4189,Galápagos,,,01°49'12.194'' / 91°49'12.149'',,,1.820054,-91.820041,dms_neg_lon,inferida,fuera_de_tierra_firme,poligono_gadm,25.26,284.7,FALSE,FALSE,FALSE,FALSE
680882,4195,Manabí,,,00°54'5.8'' / 90°38'52'',,,0.901611,-90.647778,sin_hemisferio_neg_lon_ambiguo,inferida,discordante,poligono_gadm,1090.51,1146.7,FALSE,FALSE,TRUE,FALSE
680902,4212,El Oro,Santa Rosa,Río Las Chontas,3°55'64''S / 79°48'15''W,,,-3.934444,-79.804167,dms_directo,leida,discordante,poligono_gadm,9.92,39.3,FALSE,FALSE,FALSE,TRUE
680903,4213,El Oro,Santa Rosa,Río Las Chontas,3°55'64''S / 79°48'15''W,,,-3.934444,-79.804167,dms_directo,leida,discordante,poligono_gadm,9.92,39.3,FALSE,FALSE,FALSE,TRUE
680913,4222,Esmeraldas,,,78.28°W / 01.27°N / 00.01°S,,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
680914,4223,Esmeraldas,,,78.28°W / 01.27°N / 00.01°S,,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
680915,4224,Esmeraldas,,,78.28°W / 01.27°N / 00.01°S,,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
680916,4225,Esmeraldas,,,78.28°W / 01.27°N / 00.01°S,,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
680917,4226,Esmeraldas,,,78.28°W / 01.27°N / 00.01°S,,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
680918,4227,Esmeraldas,,,78.28°W / 01.27°N / 00.01°S,,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
680929,4237,El Oro,Santa Rosa,Río Santa Rosa,3°53'3''S / 79°52'15''W,,,-3.884167,-79.870833,dms_directo,leida,discordante,poligono_gadm,6.52,33.5,FALSE,FALSE,FALSE,FALSE
680930,4238,El Oro,Santa Rosa,Río Santa Rosa,3°53'3''S / 79°52'15''W,,,-3.884167,-79.870833,dms_directo,leida,discordante,poligono_gadm,6.52,33.5,FALSE,FALSE,FALSE,FALSE
680939,4246,El Oro,Santa Rosa,Río El Placer,3650437 / 79.787979,,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
680940,4247,Pastaza,,Río Villano,01°23'12''S / 79°57'22''W,,,-1.386667,-79.956111,dms_directo,leida,discordante,poligono_gadm,197.78,278.6,FALSE,FALSE,FALSE,FALSE
680970,4274,Morona Santiago,Méndez,Cutucú,2°46'47.72''S / 79°9'20''O,,,-2.779922,-79.155556,dms_directo,leida,discordante,poligono_gadm,59.9,121.8,FALSE,FALSE,FALSE,FALSE
680986,4289,Manabí,Manta,,"0°52'34,63'' 80°48'18,68''",,,0.876286,-80.805189,dms_neg_lon_ambiguo,inferida,discordante,poligono_gadm,102.19,196.5,FALSE,FALSE,TRUE,FALSE
681058,4353,Morona Santiago,Limón Indanza,Río Yunquiaza,"-3,0516-26/-78,201161",,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
681059,4354,Morona Santiago,Limón Indanza,Río Yunquiaza,"-3,0516-26/-78,201161",,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
681060,4355,Imbabura,San Miguel de Urcuquí,Río San José,"0680352/-78,346921",,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
681061,4356,Imbabura,San Miguel de Urcuquí,Río San José,"0680352/-78,346921",,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
681062,4357,Imbabura,San Miguel de Urcuquí,Río San José,0691402/-78366977,,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
